date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:16	239/239	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Aug%202021%2009:24:15%20GMT	https://zligger.com/	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/index.html	(from )
14:24:17	462/462	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2024%20Oct%202019%2012:16:28%20GMT	https://zligger.com/robots.txt		(from )
14:24:19	22503/22503	---M--	200	added ('OK')	text/html	date:Wed,%2006%20Jan%202021%2012:45:56%20GMT	https://zligger.com/index.html_	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/index-2.html	(from https://zligger.com/)
14:24:25	7402/7402	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/ico/apple-touch-icon-144-precomposed.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/ico/apple-touch-icon-144-precomposed.png	(from https://zligger.com/index.html_)
14:24:27	10608/10608	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/ico/apple-touch-icon-114-precomposed.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/ico/apple-touch-icon-114-precomposed.png	(from https://zligger.com/index.html_)
14:24:29	221256/221256	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Jan%202019%2022:32:56%20GMT	http://zligger.com/images/hero3.jpg	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/images/hero3.jpg	(from https://zligger.com/index.html_)
14:24:30	6284/6284	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/ico/apple-touch-icon-72-precomposed.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/ico/apple-touch-icon-72-precomposed.png	(from https://zligger.com/index.html_)
14:24:31	3339/3339	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/ico/apple-touch-icon-57-precomposed.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/ico/apple-touch-icon-57-precomposed.png	(from https://zligger.com/index.html_)
14:24:32	2175/2175	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/ico/favicon.png	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/ico/favicon.png	(from https://zligger.com/index.html_)
14:24:35	4088/4088	---M--	200	added ('OK')	text/css	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/css/owl.carousel.css	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/owl.carousel.css	(from https://zligger.com/index.html_)
14:24:36	4947/4947	---M--	200	added ('OK')	text/css	date:Sat,%2016%20Jan%202021%2013:48:53%20GMT	https://zligger.com/css/jquery.fancybox.css?v=2.1.5	E:/Programs%20Softwares/Cloned%20Websites/Zligger/zligger.com/css/jquery.fancybox8cbb.css	(from https://zligger.com/index.html_)
